"Currency","Date","Rate"
"USD",2014-05-16,"1.7560"
"USD",2014-05-17,"1.7522"
"USD",2014-05-18,"1.7522"
"USD",2014-05-19,"1.7522"
"USD",2014-05-20,"1.7522"
"USD",2014-05-21,"1.7527"
"USD",2014-05-22,"1.7572"
"USD",2014-05-23,"1.7628"
"USD",2014-05-24,"1.7713"
"USD",2014-05-25,"1.7713"
"USD",2014-05-26,"1.7713"
"USD",2014-05-27,"1.7713"
"USD",2014-05-28,"1.7718"
"USD",2014-05-29,"1.7722"
"USD",2014-05-30,"1.7736"
"USD",2014-05-31,"1.7719"
"USD",2014-06-01,"1.7719"
"USD",2014-06-02,"1.7719"
"USD",2014-06-03,"1.7713"
"USD",2014-06-04,"1.7719"
"USD",2014-06-05,"1.7720"
"USD",2014-06-06,"1.7720"
"USD",2014-06-07,"1.7732"
"USD",2014-06-08,"1.7732"
"USD",2014-06-09,"1.7732"
"USD",2014-06-10,"1.7618"
"USD",2014-06-11,"1.7557"
"USD",2014-06-12,"1.7561"
"USD",2014-06-13,"1.7719"
"USD",2014-06-14,"1.7695"
"USD",2014-06-15,"1.7695"
"USD",2014-06-16,"1.7695"
"USD",2014-06-17,"1.7686"
"USD",2014-06-18,"1.7680"
"USD",2014-06-19,"1.7696"
"USD",2014-06-20,"1.7705"
"USD",2014-06-21,"1.7717"
"USD",2014-06-22,"1.7717"
"USD",2014-06-23,"1.7717"
"USD",2014-06-24,"1.7689"
"USD",2014-06-25,"1.7686"
"USD",2014-06-26,"1.7697"
"USD",2014-06-27,"1.7695"
"USD",2014-06-28,"1.7691"
"USD",2014-06-29,"1.7691"
"USD",2014-06-30,"1.7691"
"USD",2014-07-01,"1.7656"
"USD",2014-07-02,"1.7649"
"USD",2014-07-03,"1.7651"
"USD",2014-07-04,"1.7691"
"USD",2014-07-05,"1.7693"
"USD",2014-07-06,"1.7693"
"USD",2014-07-07,"1.7693"
"USD",2014-07-08,"1.7689"
"USD",2014-07-09,"1.7691"
"USD",2014-07-10,"1.77"
"USD",2014-07-11,"1.7696"
"USD",2014-07-12,"1.7678"
"USD",2014-07-13,"1.7678"
"USD",2014-07-14,"1.7678"
"USD",2014-07-15,"1.7610"
"USD",2014-07-16,"1.7586"
"USD",2014-07-17,"1.7580"
"USD",2014-07-18,"1.7566"
"USD",2014-07-19,"1.7541"
"USD",2014-07-20,"1.7541"
"USD",2014-07-21,"1.7541"
"USD",2014-07-22,"1.7502"
"USD",2014-07-23,"1.7496"
"USD",2014-07-24,"1.7503"
"USD",2014-07-25,"1.7555"
"USD",2014-07-26,"1.7526"
"USD",2014-07-27,"1.7526"
"USD",2014-07-28,"1.7526"
"USD",2014-07-29,"1.7512"
"USD",2014-07-30,"1.7452"
"USD",2014-07-31,"1.7418"
"USD",2014-08-01,"1.7388"
"USD",2014-08-02,"1.7359"
"USD",2014-08-03,"1.7359"
"USD",2014-08-04,"1.7359"
"USD",2014-08-05,"1.7353"
"USD",2014-08-06,"1.7315"
"USD",2014-08-07,"1.7312"
"USD",2014-08-08,"1.7274"
"USD",2014-08-09,"1.7274"
"USD",2014-08-10,"1.7274"
"USD",2014-08-11,"1.7274"
"USD",2014-08-12,"1.7290"
"USD",2014-08-13,"1.7290"
"USD",2014-08-14,"1.73"
"USD",2014-08-15,"1.7292"
"USD",2014-08-16,"1.7280"
"USD",2014-08-17,"1.7280"
"USD",2014-08-18,"1.7280"
"USD",2014-08-19,"1.7241"
"USD",2014-08-20,"1.7247"
"USD",2014-08-21,"1.7276"
"USD",2014-08-22,"1.7276"
"USD",2014-08-23,"1.7252"
"USD",2014-08-24,"1.7252"
"USD",2014-08-25,"1.7252"
"USD",2014-08-26,"1.7252"
"USD",2014-08-27,"1.7321"
"USD",2014-08-28,"1.7360"
"USD",2014-08-29,"1.7360"
"USD",2014-08-30,"1.7360"
"USD",2014-08-31,"1.7360"
"USD",2014-09-01,"1.7360"
"USD",2014-09-02,"1.7360"
"USD",2014-09-03,"1.7358"
"USD",2014-09-04,"1.7402"
"USD",2014-09-05,"1.7473"
"USD",2014-09-06,"1.7474"
"USD",2014-09-07,"1.7474"
"USD",2014-09-08,"1.7474"
"USD",2014-09-09,"1.7457"
"USD",2014-09-10,"1.7436"
"USD",2014-09-11,"1.7422"
"USD",2014-09-12,"1.7415"
"USD",2014-09-13,"1.7399"
"USD",2014-09-14,"1.7399"
"USD",2014-09-15,"1.7399"
"USD",2014-09-16,"1.7360"
"USD",2014-09-17,"1.7383"
"USD",2014-09-18,"1.7447"
"USD",2014-09-19,"1.7491"
"USD",2014-09-20,"1.7492"
"USD",2014-09-21,"1.7492"
"USD",2014-09-22,"1.7492"
"USD",2014-09-23,"1.7490"
"USD",2014-09-24,"1.7489"
"USD",2014-09-25,"1.7509"
"USD",2014-09-26,"1.7574"
"USD",2014-09-27,"1.7560"
"USD",2014-09-28,"1.7560"
"USD",2014-09-29,"1.7560"
"USD",2014-09-30,"1.7524"
"USD",2014-10-01,"1.7528"
"USD",2014-10-02,"1.7557"
"USD",2014-10-03,"1.7566"
"USD",2014-10-04,"1.7567"
"USD",2014-10-05,"1.7567"
"USD",2014-10-06,"1.7567"
"USD",2014-10-07,"1.7555"
"USD",2014-10-08,"1.7545"
"USD",2014-10-09,"1.7548"
"USD",2014-10-10,"1.7551"
"USD",2014-10-11,"1.7558"
"USD",2014-10-12,"1.7558"
"USD",2014-10-13,"1.7558"
"USD",2014-10-14,"1.7558"
"USD",2014-10-15,"1.7558"
"USD",2014-10-16,"1.7556"
"USD",2014-10-17,"1.7520"
"USD",2014-10-18,"1.7520"
"USD",2014-10-19,"1.7520"
"USD",2014-10-20,"1.7520"
"USD",2014-10-21,"1.7515"
"USD",2014-10-22,"1.7523"
"USD",2014-10-23,"1.7521"
"USD",2014-10-24,"1.7523"
"USD",2014-10-25,"1.7525"
"USD",2014-10-26,"1.7525"
"USD",2014-10-27,"1.7525"
"USD",2014-10-28,"1.7533"
"USD",2014-10-29,"1.7555"
"USD",2014-10-30,"1.7554"
"USD",2014-10-31,"1.7544"
"USD",2014-11-01,"1.7542"
"USD",2014-11-02,"1.7542"
"USD",2014-11-03,"1.7542"
"USD",2014-11-04,"1.7529"
"USD",2014-11-05,"1.7543"
"USD",2014-11-06,"1.7556"
"USD",2014-11-07,"1.7556"
"USD",2014-11-08,"1.7561"
"USD",2014-11-09,"1.7561"
"USD",2014-11-10,"1.7561"
"USD",2014-11-11,"1.7562"
"USD",2014-11-12,"1.7580"
"USD",2014-11-13,"1.7625"
"USD",2014-11-14,"1.7652"
"USD",2014-11-15,"1.7646"
"USD",2014-11-16,"1.7646"
"USD",2014-11-17,"1.7646"
"USD",2014-11-18,"1.7641"
"USD",2014-11-19,"1.7643"
"USD",2014-11-20,"1.7675"
"USD",2014-11-21,"1.7778"
"USD",2014-11-22,"1.7938"
"USD",2014-11-23,"1.7938"
"USD",2014-11-24,"1.7938"
"USD",2014-11-25,"1.8217"
"USD",2014-11-26,"1.8192"
"USD",2014-11-27,"1.8367"
"USD",2014-11-28,"1.8367"
"USD",2014-11-29,"1.8368"
"USD",2014-11-30,"1.8368"
"USD",2014-12-01,"1.8368"
"USD",2014-12-02,"1.8421"
"USD",2014-12-03,"1.8604"
"USD",2014-12-04,"1.8616"
"USD",2014-12-05,"1.8984"
"USD",2014-12-06,"1.9527"
"USD",2014-12-07,"1.9527"
"USD",2014-12-08,"1.9527"
"USD",2014-12-09,"1.9455"
"USD",2014-12-10,"1.9265"
"USD",2014-12-11,"1.8918"
"USD",2014-12-12,"1.8421"
"USD",2014-12-13,"1.8315"
"USD",2014-12-14,"1.8315"
"USD",2014-12-15,"1.8315"
"USD",2014-12-16,"1.8413"
"USD",2014-12-17,"1.8593"
"USD",2014-12-18,"1.9114"
"USD",2014-12-19,"1.9166"
"USD",2014-12-20,"1.9156"
"USD",2014-12-21,"1.9156"
"USD",2014-12-22,"1.9156"
"USD",2014-12-23,"1.9021"
"USD",2014-12-24,"1.8978"
"USD",2014-12-25,"1.8904"
"USD",2014-12-26,"1.8793"
"USD",2014-12-27,"1.8663"
"USD",2014-12-28,"1.8663"
"USD",2014-12-29,"1.8663"
"USD",2014-12-30,"1.8697"
"USD",2014-12-31,"1.8636"
"USD",2015-01-01,"1.8821"
"USD",2015-01-02,"1.8821"
"USD",2015-01-03,"1.8821"
"USD",2015-01-04,"1.8821"
"USD",2015-01-05,"1.8821"
"USD",2015-01-06,"1.8780"
"USD",2015-01-07,"1.8831"
"USD",2015-01-08,"1.8831"
"USD",2015-01-09,"1.9086"
"USD",2015-01-10,"1.9088"
"USD",2015-01-11,"1.9088"
"USD",2015-01-12,"1.9088"
"USD",2015-01-13,"1.9185"
"USD",2015-01-14,"1.9232"
"USD",2015-01-15,"1.9281"
"USD",2015-01-16,"1.9311"
"USD",2015-01-17,"1.9434"
"USD",2015-01-18,"1.9434"
"USD",2015-01-19,"1.9434"
"USD",2015-01-20,"1.9434"
"USD",2015-01-21,"1.9432"
"USD",2015-01-22,"1.9539"
"USD",2015-01-23,"1.9847"
"USD",2015-01-24,"1.9935"
"USD",2015-01-25,"1.9935"
"USD",2015-01-26,"1.9935"
"USD",2015-01-27,"1.9962"
"USD",2015-01-28,"2.0144"
"USD",2015-01-29,"2.0311"
"USD",2015-01-30,"2.0576"
"USD",2015-01-31,"2.0557"
"USD",2015-02-01,"2.0557"
"USD",2015-02-02,"2.0557"
"USD",2015-02-03,"1.9970"
"USD",2015-02-04,"1.9933"
"USD",2015-02-05,"1.9977"
"USD",2015-02-06,"2.01"
"USD",2015-02-07,"2.0307"
"USD",2015-02-08,"2.0307"
"USD",2015-02-09,"2.0307"
"USD",2015-02-10,"2.0346"
"USD",2015-02-11,"2.0421"
"USD",2015-02-12,"2.0248"
"USD",2015-02-13,"2.0247"
"USD",2015-02-14,"2.0306"
"USD",2015-02-15,"2.0306"
"USD",2015-02-16,"2.0306"
"USD",2015-02-17,"2.0512"
"USD",2015-02-18,"2.0730"
"USD",2015-02-19,"2.0839"
"USD",2015-02-20,"2.1472"
"USD",2015-02-21,"2.1771"
"USD",2015-02-22,"2.1771"
"USD",2015-02-23,"2.1771"
"USD",2015-02-24,"2.1971"
"USD",2015-02-25,"2.2619"
"USD",2015-02-26,"2.2635"
"USD",2015-02-27,"2.2494"
"USD",2015-02-28,"2.1654"
"USD",2015-03-01,"2.1654"
"USD",2015-03-02,"2.1654"
"USD",2015-03-03,"2.1403"
"USD",2015-03-04,"2.1403"
"USD",2015-03-05,"2.1078"
"USD",2015-03-06,"2.1415"
"USD",2015-03-07,"2.1740"
"USD",2015-03-08,"2.1740"
"USD",2015-03-09,"2.1740"
"USD",2015-03-10,"2.1741"
"USD",2015-03-11,"2.1839"
"USD",2015-03-12,"2.1850"
"USD",2015-03-13,"2.1908"
"USD",2015-03-14,"2.1849"
"USD",2015-03-15,"2.1849"
"USD",2015-03-16,"2.1849"
"USD",2015-03-17,"2.1782"
"USD",2015-03-18,"2.1939"
"USD",2015-03-19,"2.2005"
"USD",2015-03-20,"2.2230"
"USD",2015-03-21,"2.2230"
"USD",2015-03-22,"2.2230"
"USD",2015-03-23,"2.2230"
"USD",2015-03-24,"2.2265"
"USD",2015-03-25,"2.2287"
"USD",2015-03-26,"2.2255"
"USD",2015-03-27,"2.2229"
"USD",2015-03-28,"2.2242"
"USD",2015-03-29,"2.2242"
"USD",2015-03-30,"2.2242"
"USD",2015-03-31,"2.2275"
"USD",2015-04-01,"2.2347"
"USD",2015-04-02,"2.2437"
"USD",2015-04-03,"2.2451"
"USD",2015-04-04,"2.2574"
"USD",2015-04-05,"2.2574"
"USD",2015-04-06,"2.2574"
"USD",2015-04-07,"2.2505"
"USD",2015-04-08,"2.2490"
"USD",2015-04-09,"2.2432"
"USD",2015-04-10,"2.2432"
"USD",2015-04-11,"2.2432"
"USD",2015-04-12,"2.2432"
"USD",2015-04-13,"2.2432"
"USD",2015-04-14,"2.2432"
"USD",2015-04-15,"2.2435"
"USD",2015-04-16,"2.2487"
"USD",2015-04-17,"2.2511"
"USD",2015-04-18,"2.2535"
"USD",2015-04-19,"2.2535"
"USD",2015-04-20,"2.2535"
"USD",2015-04-21,"2.2533"
"USD",2015-04-22,"2.2531"
"USD",2015-04-23,"2.2539"
"USD",2015-04-24,"2.2589"
"USD",2015-04-25,"2.2844"
"USD",2015-04-26,"2.2844"
"USD",2015-04-27,"2.2844"
"USD",2015-04-28,"2.2852"
"USD",2015-04-29,"2.3087"
"USD",2015-04-30,"2.3093"
"USD",2015-05-01,"2.3327"
"USD",2015-05-02,"2.3303"
"USD",2015-05-03,"2.3303"
"USD",2015-05-04,"2.3303"
"USD",2015-05-05,"2.3221"
"USD",2015-05-06,"2.3214"
"USD",2015-05-07,"2.3258"
"USD",2015-05-08,"2.3294"
"USD",2015-05-09,"2.3338"
"USD",2015-05-10,"2.3338"
"USD",2015-05-11,"2.3338"
"USD",2015-05-12,"2.3429"
"USD",2015-05-13,"2.3429"
"USD",2015-05-14,"2.3617"
"USD",2015-05-15,"2.3632"
"USD",2015-05-16,"2.3637"
"USD",2015-05-17,"2.3637"
"USD",2015-05-18,"2.3637"
"USD",2015-05-19,"2.3567"
"USD",2015-05-20,"2.3378"
"USD",2015-05-21,"2.3234"
"USD",2015-05-22,"2.2545"
"USD",2015-05-23,"2.2773"
"USD",2015-05-24,"2.2773"
"USD",2015-05-25,"2.2773"
"USD",2015-05-26,"2.2790"
"USD",2015-05-27,"2.2790"
"USD",2015-05-28,"2.2905"
"USD",2015-05-29,"2.3033"
"USD",2015-05-30,"2.3112"
"USD",2015-05-31,"2.3112"
"USD",2015-06-01,"2.3112"
"USD",2015-06-02,"2.3102"
"USD",2015-06-03,"2.3049"
"USD",2015-06-04,"2.3013"
"USD",2015-06-05,"2.2966"
"USD",2015-06-06,"2.2937"
"USD",2015-06-07,"2.2937"
"USD",2015-06-08,"2.2937"
"USD",2015-06-09,"2.2826"
"USD",2015-06-10,"2.2706"
"USD",2015-06-11,"2.2550"
"USD",2015-06-12,"2.2546"
"USD",2015-06-13,"2.2494"
"USD",2015-06-14,"2.2494"
"USD",2015-06-15,"2.2494"
"USD",2015-06-16,"2.2376"
"USD",2015-06-17,"2.2399"
"USD",2015-06-18,"2.2422"
"USD",2015-06-19,"2.2431"
"USD",2015-06-20,"2.2432"
"USD",2015-06-21,"2.2432"
"USD",2015-06-22,"2.2432"
"USD",2015-06-23,"2.2426"
"USD",2015-06-24,"2.2492"
"USD",2015-06-25,"2.2489"
"USD",2015-06-26,"2.2470"
"USD",2015-06-27,"2.2477"
"USD",2015-06-28,"2.2477"
"USD",2015-06-29,"2.2477"
"USD",2015-06-30,"2.2483"
"USD",2015-07-01,"2.2465"
"USD",2015-07-02,"2.2459"
"USD",2015-07-03,"2.2469"
"USD",2015-07-04,"2.2471"
"USD",2015-07-05,"2.2471"
"USD",2015-07-06,"2.2471"
"USD",2015-07-07,"2.2465"
"USD",2015-07-08,"2.2457"
"USD",2015-07-09,"2.2461"
"USD",2015-07-10,"2.2468"
"USD",2015-07-11,"2.2477"
"USD",2015-07-12,"2.2477"
"USD",2015-07-13,"2.2477"
"USD",2015-07-14,"2.2521"
"USD",2015-07-15,"2.2619"
"USD",2015-07-16,"2.2697"
"USD",2015-07-17,"2.2716"
"USD",2015-07-18,"2.2718"
"USD",2015-07-19,"2.2718"
"USD",2015-07-20,"2.2718"
"USD",2015-07-21,"2.2632"
"USD",2015-07-22,"2.2572"
"USD",2015-07-23,"2.2556"
"USD",2015-07-24,"2.2558"
"USD",2015-07-25,"2.2558"
"USD",2015-07-26,"2.2558"
"USD",2015-07-27,"2.2558"
"USD",2015-07-28,"2.2564"
"USD",2015-07-29,"2.2646"
"USD",2015-07-30,"2.2695"
"USD",2015-07-31,"2.2792"
"USD",2015-08-01,"2.2711"
"USD",2015-08-02,"2.2711"
"USD",2015-08-03,"2.2711"
"USD",2015-08-04,"2.2716"
"USD",2015-08-05,"2.2798"
"USD",2015-08-06,"2.2915"
"USD",2015-08-07,"2.3044"
"USD",2015-08-08,"2.3058"
"USD",2015-08-09,"2.3058"
"USD",2015-08-10,"2.3058"
"USD",2015-08-11,"2.3024"
"USD",2015-08-12,"2.2980"
"USD",2015-08-13,"2.3093"
"USD",2015-08-14,"2.3238"
"USD",2015-08-15,"2.3231"
"USD",2015-08-16,"2.3231"
"USD",2015-08-17,"2.3231"
"USD",2015-08-18,"2.3206"
"USD",2015-08-19,"2.3214"
"USD",2015-08-20,"2.3245"
"USD",2015-08-21,"2.3271"
"USD",2015-08-22,"2.3336"
"USD",2015-08-23,"2.3336"
"USD",2015-08-24,"2.3336"
"USD",2015-08-25,"2.3640"
"USD",2015-08-26,"2.4161"
"USD",2015-08-27,"2.3771"
"USD",2015-08-28,"2.3465"
"USD",2015-08-29,"2.3465"
"USD",2015-08-30,"2.3465"
"USD",2015-08-31,"2.3465"
"USD",2015-09-01,"2.3493"
"USD",2015-09-02,"2.3644"
"USD",2015-09-03,"2.3626"
"USD",2015-09-04,"2.3593"
"USD",2015-09-05,"2.3805"
"USD",2015-09-06,"2.3805"
"USD",2015-09-07,"2.3805"
"USD",2015-09-08,"2.3805"
"USD",2015-09-09,"2.3790"
"USD",2015-09-10,"2.3876"
"USD",2015-09-11,"2.4014"
"USD",2015-09-12,"2.4052"
"USD",2015-09-13,"2.4052"
"USD",2015-09-14,"2.4052"
"USD",2015-09-15,"2.4015"
"USD",2015-09-16,"2.4170"
"USD",2015-09-17,"2.4310"
"USD",2015-09-18,"2.4414"
"USD",2015-09-19,"2.4491"
"USD",2015-09-20,"2.4491"
"USD",2015-09-21,"2.4491"
"USD",2015-09-22,"2.4499"
"USD",2015-09-23,"2.4086"
"USD",2015-09-24,"2.4075"
"USD",2015-09-25,"2.3882"
"USD",2015-09-26,"2.3854"
"USD",2015-09-27,"2.3854"
"USD",2015-09-28,"2.3854"
"USD",2015-09-29,"2.3827"
"USD",2015-09-30,"2.3816"
"USD",2015-10-01,"2.3857"
"USD",2015-10-02,"2.3931"
"USD",2015-10-03,"2.3954"
"USD",2015-10-04,"2.3954"
"USD",2015-10-05,"2.3954"
"USD",2015-10-06,"2.3906"
"USD",2015-10-07,"2.3916"
"USD",2015-10-08,"2.3999"
"USD",2015-10-09,"2.3992"
"USD",2015-10-10,"2.3980"
"USD",2015-10-11,"2.3980"
"USD",2015-10-12,"2.3980"
"USD",2015-10-13,"2.3931"
"USD",2015-10-14,"2.3915"
"USD",2015-10-15,"2.3915"
"USD",2015-10-16,"2.3882"
"USD",2015-10-17,"2.3781"
"USD",2015-10-18,"2.3781"
"USD",2015-10-19,"2.3781"
"USD",2015-10-20,"2.3782"
"USD",2015-10-21,"2.3838"
"USD",2015-10-22,"2.3864"
"USD",2015-10-23,"2.3937"
"USD",2015-10-24,"2.4049"
"USD",2015-10-25,"2.4049"
"USD",2015-10-26,"2.4049"
"USD",2015-10-27,"2.4067"
"USD",2015-10-28,"2.3836"
"USD",2015-10-29,"2.3962"
"USD",2015-10-30,"2.3973"
"USD",2015-10-31,"2.3980"
"USD",2015-11-01,"2.3980"
"USD",2015-11-02,"2.3980"
"USD",2015-11-03,"2.3987"
"USD",2015-11-04,"2.3993"
"USD",2015-11-05,"2.3967"
"USD",2015-11-06,"2.3959"
"USD",2015-11-07,"2.3998"
"USD",2015-11-08,"2.3998"
"USD",2015-11-09,"2.3998"
"USD",2015-11-10,"2.3990"
"USD",2015-11-11,"2.3971"
"USD",2015-11-12,"2.3982"
"USD",2015-11-13,"2.4020"
"USD",2015-11-14,"2.4018"
"USD",2015-11-15,"2.4018"
"USD",2015-11-16,"2.4018"
"USD",2015-11-17,"2.4010"
"USD",2015-11-18,"2.4012"
"USD",2015-11-19,"2.4001"
"USD",2015-11-20,"2.4081"
"USD",2015-11-21,"2.4078"
"USD",2015-11-22,"2.4078"
"USD",2015-11-23,"2.4078"
"USD",2015-11-24,"2.4078"
"USD",2015-11-25,"2.4074"
"USD",2015-11-26,"2.3957"
"USD",2015-11-27,"2.4046"
"USD",2015-11-28,"2.4051"
"USD",2015-11-29,"2.4051"
"USD",2015-11-30,"2.4051"
"USD",2015-12-01,"2.4052"
"USD",2015-12-02,"2.4021"
"USD",2015-12-03,"2.4001"
"USD",2015-12-04,"2.3983"
"USD",2015-12-05,"2.3937"
"USD",2015-12-06,"2.3937"
"USD",2015-12-07,"2.3937"
"USD",2015-12-08,"2.3859"
"USD",2015-12-09,"2.3846"
"USD",2015-12-10,"2.3947"
"USD",2015-12-11,"2.3969"
"USD",2015-12-12,"2.4030"
"USD",2015-12-13,"2.4030"
"USD",2015-12-14,"2.4030"
"USD",2015-12-15,"2.4010"
"USD",2015-12-16,"2.3980"
"USD",2015-12-17,"2.3975"
"USD",2015-12-18,"2.3977"
"USD",2015-12-19,"2.3978"
"USD",2015-12-20,"2.3978"
"USD",2015-12-21,"2.3978"
"USD",2015-12-22,"2.3983"
"USD",2015-12-23,"2.4033"
"USD",2015-12-24,"2.4107"
"USD",2015-12-25,"2.4023"
"USD",2015-12-26,"2.4023"
"USD",2015-12-27,"2.4023"
"USD",2015-12-28,"2.4023"
"USD",2015-12-29,"2.4060"
"USD",2015-12-30,"2.4067"
"USD",2015-12-31,"2.3949"
"USD",2016-01-01,"2.3966"
"USD",2016-01-02,"2.3966"
"USD",2016-01-03,"2.3966"
"USD",2016-01-04,"2.3966"
"USD",2016-01-05,"2.4054"
"USD",2016-01-06,"2.4155"
"USD",2016-01-07,"2.4175"
"USD",2016-01-08,"2.4175"
"USD",2016-01-09,"2.4174"
"USD",2016-01-10,"2.4174"
"USD",2016-01-11,"2.4174"
"USD",2016-01-12,"2.4198"
"USD",2016-01-13,"2.4155"
"USD",2016-01-14,"2.4158"
"USD",2016-01-15,"2.4254"
"USD",2016-01-16,"2.4250"
"USD",2016-01-17,"2.4250"
"USD",2016-01-18,"2.4250"
"USD",2016-01-19,"2.4280"
"USD",2016-01-20,"2.4280"
"USD",2016-01-21,"2.4317"
"USD",2016-01-22,"2.4445"
"USD",2016-01-23,"2.4694"
"USD",2016-01-24,"2.4694"
"USD",2016-01-25,"2.4694"
"USD",2016-01-26,"2.4923"
"USD",2016-01-27,"2.4984"
"USD",2016-01-28,"2.4985"
"USD",2016-01-29,"2.4971"
"USD",2016-01-30,"2.4719"
"USD",2016-01-31,"2.4719"
"USD",2016-02-01,"2.4719"
"USD",2016-02-02,"2.4702"
"USD",2016-02-03,"2.4763"
"USD",2016-02-04,"2.4939"
"USD",2016-02-05,"2.4948"
"USD",2016-02-06,"2.4892"
"USD",2016-02-07,"2.4892"
"USD",2016-02-08,"2.4892"
"USD",2016-02-09,"2.4874"
"USD",2016-02-10,"2.4858"
"USD",2016-02-11,"2.4816"
"USD",2016-02-12,"2.4736"
"USD",2016-02-13,"2.4806"
"USD",2016-02-14,"2.4806"
"USD",2016-02-15,"2.4806"
"USD",2016-02-16,"2.4921"
"USD",2016-02-17,"2.4914"
"USD",2016-02-18,"2.4921"
"USD",2016-02-19,"2.4810"
"USD",2016-02-20,"2.4795"
"USD",2016-02-21,"2.4795"
"USD",2016-02-22,"2.4795"
"USD",2016-02-23,"2.4801"
"USD",2016-02-24,"2.4827"
"USD",2016-02-25,"2.4853"
"USD",2016-02-26,"2.4839"
"USD",2016-02-27,"2.4778"
"USD",2016-02-28,"2.4778"
"USD",2016-02-29,"2.4778"
"USD",2016-03-01,"2.4713"
"USD",2016-03-02,"2.4668"
"USD",2016-03-03,"2.4703"
"USD",2016-03-04,"2.4703"
"USD",2016-03-05,"2.4716"
"USD",2016-03-06,"2.4716"
"USD",2016-03-07,"2.4716"
"USD",2016-03-08,"2.4630"
"USD",2016-03-09,"2.4630"
"USD",2016-03-10,"2.4509"
"USD",2016-03-11,"2.4421"
"USD",2016-03-12,"2.4258"
"USD",2016-03-13,"2.4258"
"USD",2016-03-14,"2.4258"
"USD",2016-03-15,"2.4175"
"USD",2016-03-16,"2.3575"
"USD",2016-03-17,"2.3240"
"USD",2016-03-18,"2.3157"
"USD",2016-03-19,"2.3157"
"USD",2016-03-20,"2.3157"
"USD",2016-03-21,"2.3157"
"USD",2016-03-22,"2.2953"
"USD",2016-03-23,"2.2954"
"USD",2016-03-24,"2.3062"
"USD",2016-03-25,"2.3199"
"USD",2016-03-26,"2.3342"
"USD",2016-03-27,"2.3342"
"USD",2016-03-28,"2.3342"
"USD",2016-03-29,"2.3581"
"USD",2016-03-30,"2.3745"
"USD",2016-03-31,"2.3679"
"USD",2016-04-01,"2.3177"
"USD",2016-04-02,"2.3157"
"USD",2016-04-03,"2.3157"
"USD",2016-04-04,"2.3157"
"USD",2016-04-05,"2.3006"
"USD",2016-04-06,"2.2916"
"USD",2016-04-07,"2.3052"
"USD",2016-04-08,"2.2989"
"USD",2016-04-09,"2.2868"
"USD",2016-04-10,"2.2868"
"USD",2016-04-11,"2.2868"
"USD",2016-04-12,"2.2782"
"USD",2016-04-13,"2.2727"
"USD",2016-04-14,"2.2674"
"USD",2016-04-15,"2.2525"
"USD",2016-04-16,"2.2519"
"USD",2016-04-17,"2.2519"
"USD",2016-04-18,"2.2519"
"USD",2016-04-19,"2.2447"
"USD",2016-04-20,"2.2423"
"USD",2016-04-21,"2.2340"
"USD",2016-04-22,"2.2317"
"USD",2016-04-23,"2.2318"
"USD",2016-04-24,"2.2318"
"USD",2016-04-25,"2.2318"
"USD",2016-04-26,"2.2334"
"USD",2016-04-27,"2.2319"
"USD",2016-04-28,"2.2314"
"USD",2016-04-29,"2.2309"
"USD",2016-04-30,"2.2309"
"USD",2016-05-01,"2.2309"
"USD",2016-05-02,"2.2309"
"USD",2016-05-03,"2.2309"
"USD",2016-05-04,"2.2238"
"USD",2016-05-05,"2.2158"
"USD",2016-05-06,"2.2140"
"USD",2016-05-07,"2.2134"
"USD",2016-05-08,"2.2134"
"USD",2016-05-09,"2.2134"
"USD",2016-05-10,"2.2134"
"USD",2016-05-11,"2.2126"
"USD",2016-05-12,"2.2126"
"USD",2016-05-13,"2.2126"
"USD",2016-05-14,"2.2068"
"USD",2016-05-15,"2.2068"
"USD",2016-05-16,"2.2068"
"USD",2016-05-17,"2.2003"
"USD",2016-05-18,"2.1878"
"USD",2016-05-19,"2.1628"
"USD",2016-05-20,"2.1470"
"USD",2016-05-21,"2.1460"
"USD",2016-05-22,"2.1460"
"USD",2016-05-23,"2.1460"
"USD",2016-05-24,"2.1459"
"USD",2016-05-25,"2.1474"
"USD",2016-05-26,"2.1473"
"USD",2016-05-27,"2.1473"
"USD",2016-05-28,"2.1461"
"USD",2016-05-29,"2.1461"
"USD",2016-05-30,"2.1461"
"USD",2016-05-31,"2.1472"
"USD",2016-06-01,"2.1455"
"USD",2016-06-02,"2.1418"
"USD",2016-06-03,"2.1417"
"USD",2016-06-04,"2.1424"
"USD",2016-06-05,"2.1424"
"USD",2016-06-06,"2.1424"
"USD",2016-06-07,"2.1376"
"USD",2016-06-08,"2.1323"
"USD",2016-06-09,"2.1282"
"USD",2016-06-10,"2.1272"
"USD",2016-06-11,"2.1274"
"USD",2016-06-12,"2.1274"
"USD",2016-06-13,"2.1274"
"USD",2016-06-14,"2.1291"
"USD",2016-06-15,"2.1324"
"USD",2016-06-16,"2.1322"
"USD",2016-06-17,"2.1360"
"USD",2016-06-18,"2.1790"
"USD",2016-06-19,"2.1790"
"USD",2016-06-20,"2.1790"
"USD",2016-06-21,"2.1805"
"USD",2016-06-22,"2.2128"
"USD",2016-06-23,"2.2240"
"USD",2016-06-24,"2.2431"
"USD",2016-06-25,"2.2941"
"USD",2016-06-26,"2.2941"
"USD",2016-06-27,"2.2941"
"USD",2016-06-28,"2.3436"
"USD",2016-06-29,"2.3709"
"USD",2016-06-30,"2.3423"
