"Currency","Date","Rate"
"USD",2012-03-30,"1.6605"
"USD",2012-03-31,"1.66"
"USD",2012-04-01,"1.66"
"USD",2012-04-02,"1.66"
"USD",2012-04-03,"1.6434"
"USD",2012-04-04,"1.6447"
"USD",2012-04-05,"1.6446"
"USD",2012-04-06,"1.6418"
"USD",2012-04-07,"1.6387"
"USD",2012-04-08,"1.6387"
"USD",2012-04-09,"1.6387"
"USD",2012-04-10,"1.6387"
"USD",2012-04-11,"1.6374"
"USD",2012-04-12,"1.6390"
"USD",2012-04-13,"1.6378"
"USD",2012-04-14,"1.6378"
"USD",2012-04-15,"1.6378"
"USD",2012-04-16,"1.6378"
"USD",2012-04-17,"1.6378"
"USD",2012-04-18,"1.6342"
"USD",2012-04-19,"1.6333"
"USD",2012-04-20,"1.6332"
"USD",2012-04-21,"1.6295"
"USD",2012-04-22,"1.6295"
"USD",2012-04-23,"1.6295"
"USD",2012-04-24,"1.6277"
"USD",2012-04-25,"1.6279"
"USD",2012-04-26,"1.6285"
"USD",2012-04-27,"1.6281"
"USD",2012-04-28,"1.6268"
"USD",2012-04-29,"1.6268"
"USD",2012-04-30,"1.6268"
"USD",2012-05-01,"1.6282"
"USD",2012-05-02,"1.6328"
"USD",2012-05-03,"1.6323"
"USD",2012-05-04,"1.6312"
"USD",2012-05-05,"1.6305"
"USD",2012-05-06,"1.6305"
"USD",2012-05-07,"1.6305"
"USD",2012-05-08,"1.6263"
"USD",2012-05-09,"1.6260"
"USD",2012-05-10,"1.6260"
"USD",2012-05-11,"1.6221"
"USD",2012-05-12,"1.6204"
"USD",2012-05-13,"1.6204"
"USD",2012-05-14,"1.6204"
"USD",2012-05-15,"1.6213"
"USD",2012-05-16,"1.6211"
"USD",2012-05-17,"1.6277"
"USD",2012-05-18,"1.6276"
"USD",2012-05-19,"1.6219"
"USD",2012-05-20,"1.6219"
"USD",2012-05-21,"1.6219"
"USD",2012-05-22,"1.6211"
"USD",2012-05-23,"1.6312"
"USD",2012-05-24,"1.6341"
"USD",2012-05-25,"1.6299"
"USD",2012-05-26,"1.6292"
"USD",2012-05-27,"1.6292"
"USD",2012-05-28,"1.6292"
"USD",2012-05-29,"1.6258"
"USD",2012-05-30,"1.6256"
"USD",2012-05-31,"1.6258"
"USD",2012-06-01,"1.6274"
"USD",2012-06-02,"1.6334"
"USD",2012-06-03,"1.6334"
"USD",2012-06-04,"1.6334"
"USD",2012-06-05,"1.6322"
"USD",2012-06-06,"1.6315"
"USD",2012-06-07,"1.6315"
"USD",2012-06-08,"1.6311"
"USD",2012-06-09,"1.6341"
"USD",2012-06-10,"1.6341"
"USD",2012-06-11,"1.6341"
"USD",2012-06-12,"1.6335"
"USD",2012-06-13,"1.6340"
"USD",2012-06-14,"1.6341"
"USD",2012-06-15,"1.6368"
"USD",2012-06-16,"1.6363"
"USD",2012-06-17,"1.6363"
"USD",2012-06-18,"1.6363"
"USD",2012-06-19,"1.6301"
"USD",2012-06-20,"1.6286"
"USD",2012-06-21,"1.6294"
"USD",2012-06-22,"1.6340"
"USD",2012-06-23,"1.6424"
"USD",2012-06-24,"1.6424"
"USD",2012-06-25,"1.6424"
"USD",2012-06-26,"1.6381"
"USD",2012-06-27,"1.6376"
"USD",2012-06-28,"1.6369"
"USD",2012-06-29,"1.6415"
"USD",2012-06-30,"1.6451"
"USD",2012-07-01,"1.6451"
"USD",2012-07-02,"1.6451"
"USD",2012-07-03,"1.6443"
"USD",2012-07-04,"1.6449"
"USD",2012-07-05,"1.6452"
"USD",2012-07-06,"1.6451"
"USD",2012-07-07,"1.6473"
"USD",2012-07-08,"1.6473"
"USD",2012-07-09,"1.6473"
"USD",2012-07-10,"1.6476"
"USD",2012-07-11,"1.6489"
"USD",2012-07-12,"1.6541"
"USD",2012-07-13,"1.6559"
"USD",2012-07-14,"1.6511"
"USD",2012-07-15,"1.6511"
"USD",2012-07-16,"1.6511"
"USD",2012-07-17,"1.6424"
"USD",2012-07-18,"1.6425"
"USD",2012-07-19,"1.6515"
"USD",2012-07-20,"1.6559"
"USD",2012-07-21,"1.6590"
"USD",2012-07-22,"1.6590"
"USD",2012-07-23,"1.6590"
"USD",2012-07-24,"1.6591"
"USD",2012-07-25,"1.6625"
"USD",2012-07-26,"1.6597"
"USD",2012-07-27,"1.6617"
"USD",2012-07-28,"1.6593"
"USD",2012-07-29,"1.6593"
"USD",2012-07-30,"1.6593"
"USD",2012-07-31,"1.6592"
"USD",2012-08-01,"1.6589"
"USD",2012-08-02,"1.6522"
"USD",2012-08-03,"1.6522"
"USD",2012-08-04,"1.65"
"USD",2012-08-05,"1.65"
"USD",2012-08-06,"1.65"
"USD",2012-08-07,"1.6495"
"USD",2012-08-08,"1.6457"
"USD",2012-08-09,"1.6441"
"USD",2012-08-10,"1.6441"
"USD",2012-08-11,"1.6433"
"USD",2012-08-12,"1.6433"
"USD",2012-08-13,"1.6433"
"USD",2012-08-14,"1.6433"
"USD",2012-08-15,"1.6421"
"USD",2012-08-16,"1.6416"
"USD",2012-08-17,"1.6447"
"USD",2012-08-18,"1.6446"
"USD",2012-08-19,"1.6446"
"USD",2012-08-20,"1.6446"
"USD",2012-08-21,"1.6435"
"USD",2012-08-22,"1.6434"
"USD",2012-08-23,"1.6442"
"USD",2012-08-24,"1.6474"
"USD",2012-08-25,"1.6489"
"USD",2012-08-26,"1.6489"
"USD",2012-08-27,"1.6489"
"USD",2012-08-28,"1.6509"
"USD",2012-08-29,"1.6509"
"USD",2012-08-30,"1.6549"
"USD",2012-08-31,"1.6606"
"USD",2012-09-01,"1.6570"
"USD",2012-09-02,"1.6570"
"USD",2012-09-03,"1.6570"
"USD",2012-09-04,"1.6563"
"USD",2012-09-05,"1.6551"
"USD",2012-09-06,"1.6556"
"USD",2012-09-07,"1.6565"
"USD",2012-09-08,"1.6559"
"USD",2012-09-09,"1.6559"
"USD",2012-09-10,"1.6559"
"USD",2012-09-11,"1.6519"
"USD",2012-09-12,"1.6448"
"USD",2012-09-13,"1.6461"
"USD",2012-09-14,"1.6492"
"USD",2012-09-15,"1.6472"
"USD",2012-09-16,"1.6472"
"USD",2012-09-17,"1.6472"
"USD",2012-09-18,"1.6470"
"USD",2012-09-19,"1.6465"
"USD",2012-09-20,"1.6506"
"USD",2012-09-21,"1.6548"
"USD",2012-09-22,"1.6575"
"USD",2012-09-23,"1.6575"
"USD",2012-09-24,"1.6575"
"USD",2012-09-25,"1.6594"
"USD",2012-09-26,"1.6620"
"USD",2012-09-27,"1.6548"
"USD",2012-09-28,"1.6552"
"USD",2012-09-29,"1.6593"
"USD",2012-09-30,"1.6593"
"USD",2012-10-01,"1.6593"
"USD",2012-10-02,"1.6593"
"USD",2012-10-03,"1.6602"
"USD",2012-10-04,"1.6607"
"USD",2012-10-05,"1.6607"
"USD",2012-10-06,"1.6610"
"USD",2012-10-07,"1.6610"
"USD",2012-10-08,"1.6610"
"USD",2012-10-09,"1.6610"
"USD",2012-10-10,"1.6603"
"USD",2012-10-11,"1.6604"
"USD",2012-10-12,"1.6626"
"USD",2012-10-13,"1.6633"
"USD",2012-10-14,"1.6633"
"USD",2012-10-15,"1.6633"
"USD",2012-10-16,"1.6612"
"USD",2012-10-17,"1.6606"
"USD",2012-10-18,"1.6590"
"USD",2012-10-19,"1.6582"
"USD",2012-10-20,"1.6577"
"USD",2012-10-21,"1.6577"
"USD",2012-10-22,"1.6577"
"USD",2012-10-23,"1.6564"
"USD",2012-10-24,"1.6557"
"USD",2012-10-25,"1.6574"
"USD",2012-10-26,"1.6594"
"USD",2012-10-27,"1.6590"
"USD",2012-10-28,"1.6590"
"USD",2012-10-29,"1.6590"
"USD",2012-10-30,"1.6596"
"USD",2012-10-31,"1.6607"
"USD",2012-11-01,"1.6602"
"USD",2012-11-02,"1.66"
"USD",2012-11-03,"1.6598"
"USD",2012-11-04,"1.6598"
"USD",2012-11-05,"1.6598"
"USD",2012-11-06,"1.6590"
"USD",2012-11-07,"1.6589"
"USD",2012-11-08,"1.6599"
"USD",2012-11-09,"1.6613"
"USD",2012-11-10,"1.6639"
"USD",2012-11-11,"1.6639"
"USD",2012-11-12,"1.6639"
"USD",2012-11-13,"1.6643"
"USD",2012-11-14,"1.6646"
"USD",2012-11-15,"1.6662"
"USD",2012-11-16,"1.6701"
"USD",2012-11-17,"1.6706"
"USD",2012-11-18,"1.6706"
"USD",2012-11-19,"1.6706"
"USD",2012-11-20,"1.6708"
"USD",2012-11-21,"1.6642"
"USD",2012-11-22,"1.6623"
"USD",2012-11-23,"1.6605"
"USD",2012-11-24,"1.6605"
"USD",2012-11-25,"1.6605"
"USD",2012-11-26,"1.6605"
"USD",2012-11-27,"1.6573"
"USD",2012-11-28,"1.6559"
"USD",2012-11-29,"1.6564"
"USD",2012-11-30,"1.6565"
"USD",2012-12-01,"1.6599"
"USD",2012-12-02,"1.6599"
"USD",2012-12-03,"1.6599"
"USD",2012-12-04,"1.6599"
"USD",2012-12-05,"1.6605"
"USD",2012-12-06,"1.6635"
"USD",2012-12-07,"1.6641"
"USD",2012-12-08,"1.6642"
"USD",2012-12-09,"1.6642"
"USD",2012-12-10,"1.6642"
"USD",2012-12-11,"1.6642"
"USD",2012-12-12,"1.6644"
"USD",2012-12-13,"1.6646"
"USD",2012-12-14,"1.6646"
"USD",2012-12-15,"1.6629"
"USD",2012-12-16,"1.6629"
"USD",2012-12-17,"1.6629"
"USD",2012-12-18,"1.6561"
"USD",2012-12-19,"1.6566"
"USD",2012-12-20,"1.6565"
"USD",2012-12-21,"1.6548"
"USD",2012-12-22,"1.6545"
"USD",2012-12-23,"1.6545"
"USD",2012-12-24,"1.6545"
"USD",2012-12-25,"1.6578"
"USD",2012-12-26,"1.6575"
"USD",2012-12-27,"1.6599"
"USD",2012-12-28,"1.6584"
"USD",2012-12-29,"1.6567"
"USD",2012-12-30,"1.6567"
"USD",2012-12-31,"1.6567"
"USD",2013-01-01,"1.6562"
"USD",2013-01-02,"1.6562"
"USD",2013-01-03,"1.6562"
"USD",2013-01-04,"1.6563"
"USD",2013-01-05,"1.6574"
"USD",2013-01-06,"1.6574"
"USD",2013-01-07,"1.6574"
"USD",2013-01-08,"1.6574"
"USD",2013-01-09,"1.6597"
"USD",2013-01-10,"1.6580"
"USD",2013-01-11,"1.6581"
"USD",2013-01-12,"1.6582"
"USD",2013-01-13,"1.6582"
"USD",2013-01-14,"1.6582"
"USD",2013-01-15,"1.6566"
"USD",2013-01-16,"1.6565"
"USD",2013-01-17,"1.6562"
"USD",2013-01-18,"1.6565"
"USD",2013-01-19,"1.6598"
"USD",2013-01-20,"1.6598"
"USD",2013-01-21,"1.6598"
"USD",2013-01-22,"1.6598"
"USD",2013-01-23,"1.6677"
"USD",2013-01-24,"1.6673"
"USD",2013-01-25,"1.6602"
"USD",2013-01-26,"1.6602"
"USD",2013-01-27,"1.6602"
"USD",2013-01-28,"1.6602"
"USD",2013-01-29,"1.66"
"USD",2013-01-30,"1.6580"
"USD",2013-01-31,"1.6574"
"USD",2013-02-01,"1.6575"
"USD",2013-02-02,"1.6571"
"USD",2013-02-03,"1.6571"
"USD",2013-02-04,"1.6571"
"USD",2013-02-05,"1.6563"
"USD",2013-02-06,"1.6565"
"USD",2013-02-07,"1.6565"
"USD",2013-02-08,"1.6565"
"USD",2013-02-09,"1.6561"
"USD",2013-02-10,"1.6561"
"USD",2013-02-11,"1.6561"
"USD",2013-02-12,"1.6614"
"USD",2013-02-13,"1.6613"
"USD",2013-02-14,"1.6597"
"USD",2013-02-15,"1.6574"
"USD",2013-02-16,"1.6568"
"USD",2013-02-17,"1.6568"
"USD",2013-02-18,"1.6568"
"USD",2013-02-19,"1.6556"
"USD",2013-02-20,"1.6541"
"USD",2013-02-21,"1.6555"
"USD",2013-02-22,"1.6552"
"USD",2013-02-23,"1.6563"
"USD",2013-02-24,"1.6563"
"USD",2013-02-25,"1.6563"
"USD",2013-02-26,"1.6583"
"USD",2013-02-27,"1.6533"
"USD",2013-02-28,"1.6537"
"USD",2013-03-01,"1.6573"
"USD",2013-03-02,"1.6567"
"USD",2013-03-03,"1.6567"
"USD",2013-03-04,"1.6567"
"USD",2013-03-05,"1.6590"
"USD",2013-03-06,"1.6589"
"USD",2013-03-07,"1.6579"
"USD",2013-03-08,"1.6595"
"USD",2013-03-09,"1.6595"
"USD",2013-03-10,"1.6595"
"USD",2013-03-11,"1.6595"
"USD",2013-03-12,"1.6594"
"USD",2013-03-13,"1.6586"
"USD",2013-03-14,"1.6588"
"USD",2013-03-15,"1.66"
"USD",2013-03-16,"1.6583"
"USD",2013-03-17,"1.6583"
"USD",2013-03-18,"1.6583"
"USD",2013-03-19,"1.6616"
"USD",2013-03-20,"1.6614"
"USD",2013-03-21,"1.6595"
"USD",2013-03-22,"1.6591"
"USD",2013-03-23,"1.6587"
"USD",2013-03-24,"1.6587"
"USD",2013-03-25,"1.6587"
"USD",2013-03-26,"1.6581"
"USD",2013-03-27,"1.6585"
"USD",2013-03-28,"1.6597"
"USD",2013-03-29,"1.6597"
"USD",2013-03-30,"1.6577"
"USD",2013-03-31,"1.6577"
"USD",2013-04-01,"1.6577"
"USD",2013-04-02,"1.6570"
"USD",2013-04-03,"1.6545"
"USD",2013-04-04,"1.6557"
"USD",2013-04-05,"1.6557"
"USD",2013-04-06,"1.6514"
"USD",2013-04-07,"1.6514"
"USD",2013-04-08,"1.6514"
"USD",2013-04-09,"1.6498"
"USD",2013-04-10,"1.6498"
"USD",2013-04-11,"1.6477"
"USD",2013-04-12,"1.6518"
"USD",2013-04-13,"1.6540"
"USD",2013-04-14,"1.6540"
"USD",2013-04-15,"1.6540"
"USD",2013-04-16,"1.6522"
"USD",2013-04-17,"1.6539"
"USD",2013-04-18,"1.6570"
"USD",2013-04-19,"1.6571"
"USD",2013-04-20,"1.6567"
"USD",2013-04-21,"1.6567"
"USD",2013-04-22,"1.6567"
"USD",2013-04-23,"1.6565"
"USD",2013-04-24,"1.6574"
"USD",2013-04-25,"1.6578"
"USD",2013-04-26,"1.6509"
"USD",2013-04-27,"1.6497"
"USD",2013-04-28,"1.6497"
"USD",2013-04-29,"1.6497"
"USD",2013-04-30,"1.6508"
"USD",2013-05-01,"1.6519"
"USD",2013-05-02,"1.6495"
"USD",2013-05-03,"1.6483"
"USD",2013-05-04,"1.6483"
"USD",2013-05-05,"1.6483"
"USD",2013-05-06,"1.6483"
"USD",2013-05-07,"1.6483"
"USD",2013-05-08,"1.6468"
"USD",2013-05-09,"1.6450"
"USD",2013-05-10,"1.6450"
"USD",2013-05-11,"1.6445"
"USD",2013-05-12,"1.6445"
"USD",2013-05-13,"1.6445"
"USD",2013-05-14,"1.6413"
"USD",2013-05-15,"1.6414"
"USD",2013-05-16,"1.6390"
"USD",2013-05-17,"1.6386"
"USD",2013-05-18,"1.6360"
"USD",2013-05-19,"1.6360"
"USD",2013-05-20,"1.6360"
"USD",2013-05-21,"1.6354"
"USD",2013-05-22,"1.6361"
"USD",2013-05-23,"1.6360"
"USD",2013-05-24,"1.6348"
"USD",2013-05-25,"1.6350"
"USD",2013-05-26,"1.6350"
"USD",2013-05-27,"1.6350"
"USD",2013-05-28,"1.6351"
"USD",2013-05-29,"1.6419"
"USD",2013-05-30,"1.6418"
"USD",2013-05-31,"1.6411"
"USD",2013-06-01,"1.6496"
"USD",2013-06-02,"1.6496"
"USD",2013-06-03,"1.6496"
"USD",2013-06-04,"1.6495"
"USD",2013-06-05,"1.6585"
"USD",2013-06-06,"1.6651"
"USD",2013-06-07,"1.6683"
"USD",2013-06-08,"1.6722"
"USD",2013-06-09,"1.6722"
"USD",2013-06-10,"1.6722"
"USD",2013-06-11,"1.6571"
"USD",2013-06-12,"1.6571"
"USD",2013-06-13,"1.6565"
"USD",2013-06-14,"1.6542"
"USD",2013-06-15,"1.6527"
"USD",2013-06-16,"1.6527"
"USD",2013-06-17,"1.6527"
"USD",2013-06-18,"1.6556"
"USD",2013-06-19,"1.6551"
"USD",2013-06-20,"1.6478"
"USD",2013-06-21,"1.6553"
"USD",2013-06-22,"1.6552"
"USD",2013-06-23,"1.6552"
"USD",2013-06-24,"1.6552"
"USD",2013-06-25,"1.6522"
"USD",2013-06-26,"1.6509"
"USD",2013-06-27,"1.6509"
"USD",2013-06-28,"1.6515"
"USD",2013-06-29,"1.6509"
"USD",2013-06-30,"1.6509"
"USD",2013-07-01,"1.6509"
"USD",2013-07-02,"1.6559"
"USD",2013-07-03,"1.6540"
"USD",2013-07-04,"1.6541"
"USD",2013-07-05,"1.6547"
"USD",2013-07-06,"1.6549"
"USD",2013-07-07,"1.6549"
"USD",2013-07-08,"1.6549"
"USD",2013-07-09,"1.6553"
"USD",2013-07-10,"1.6557"
"USD",2013-07-11,"1.6561"
"USD",2013-07-12,"1.6562"
"USD",2013-07-13,"1.6560"
"USD",2013-07-14,"1.6560"
"USD",2013-07-15,"1.6560"
"USD",2013-07-16,"1.6543"
"USD",2013-07-17,"1.6542"
"USD",2013-07-18,"1.6536"
"USD",2013-07-19,"1.6557"
"USD",2013-07-20,"1.6556"
"USD",2013-07-21,"1.6556"
"USD",2013-07-22,"1.6556"
"USD",2013-07-23,"1.6532"
"USD",2013-07-24,"1.6566"
"USD",2013-07-25,"1.6565"
"USD",2013-07-26,"1.6544"
"USD",2013-07-27,"1.6546"
"USD",2013-07-28,"1.6546"
"USD",2013-07-29,"1.6546"
"USD",2013-07-30,"1.6541"
"USD",2013-07-31,"1.6540"
"USD",2013-08-01,"1.6535"
"USD",2013-08-02,"1.6558"
"USD",2013-08-03,"1.6648"
"USD",2013-08-04,"1.6648"
"USD",2013-08-05,"1.6648"
"USD",2013-08-06,"1.6688"
"USD",2013-08-07,"1.6670"
"USD",2013-08-08,"1.6624"
"USD",2013-08-09,"1.6619"
"USD",2013-08-10,"1.66"
"USD",2013-08-11,"1.66"
"USD",2013-08-12,"1.66"
"USD",2013-08-13,"1.6590"
"USD",2013-08-14,"1.6589"
"USD",2013-08-15,"1.6644"
"USD",2013-08-16,"1.6643"
"USD",2013-08-17,"1.6617"
"USD",2013-08-18,"1.6617"
"USD",2013-08-19,"1.6617"
"USD",2013-08-20,"1.6602"
"USD",2013-08-21,"1.66"
"USD",2013-08-22,"1.6603"
"USD",2013-08-23,"1.6609"
"USD",2013-08-24,"1.6615"
"USD",2013-08-25,"1.6615"
"USD",2013-08-26,"1.6615"
"USD",2013-08-27,"1.6613"
"USD",2013-08-28,"1.6614"
"USD",2013-08-29,"1.6614"
"USD",2013-08-30,"1.6614"
"USD",2013-08-31,"1.6615"
"USD",2013-09-01,"1.6615"
"USD",2013-09-02,"1.6615"
"USD",2013-09-03,"1.6610"
"USD",2013-09-04,"1.6612"
"USD",2013-09-05,"1.6611"
"USD",2013-09-06,"1.6611"
"USD",2013-09-07,"1.6625"
"USD",2013-09-08,"1.6625"
"USD",2013-09-09,"1.6625"
"USD",2013-09-10,"1.6615"
"USD",2013-09-11,"1.6609"
"USD",2013-09-12,"1.6606"
"USD",2013-09-13,"1.6595"
"USD",2013-09-14,"1.6563"
"USD",2013-09-15,"1.6563"
"USD",2013-09-16,"1.6563"
"USD",2013-09-17,"1.6585"
"USD",2013-09-18,"1.6640"
"USD",2013-09-19,"1.6638"
"USD",2013-09-20,"1.6565"
"USD",2013-09-21,"1.6628"
"USD",2013-09-22,"1.6628"
"USD",2013-09-23,"1.6628"
"USD",2013-09-24,"1.6681"
"USD",2013-09-25,"1.6681"
"USD",2013-09-26,"1.6679"
"USD",2013-09-27,"1.6619"
"USD",2013-09-28,"1.6644"
"USD",2013-09-29,"1.6644"
"USD",2013-09-30,"1.6644"
"USD",2013-10-01,"1.6638"
"USD",2013-10-02,"1.6621"
"USD",2013-10-03,"1.6623"
"USD",2013-10-04,"1.6629"
"USD",2013-10-05,"1.6620"
"USD",2013-10-06,"1.6620"
"USD",2013-10-07,"1.6620"
"USD",2013-10-08,"1.6617"
"USD",2013-10-09,"1.6631"
"USD",2013-10-10,"1.6622"
"USD",2013-10-11,"1.6636"
"USD",2013-10-12,"1.6682"
"USD",2013-10-13,"1.6682"
"USD",2013-10-14,"1.6682"
"USD",2013-10-15,"1.6682"
"USD",2013-10-16,"1.6677"
"USD",2013-10-17,"1.6651"
"USD",2013-10-18,"1.6639"
"USD",2013-10-19,"1.6635"
"USD",2013-10-20,"1.6635"
"USD",2013-10-21,"1.6635"
"USD",2013-10-22,"1.6636"
"USD",2013-10-23,"1.6649"
"USD",2013-10-24,"1.6670"
"USD",2013-10-25,"1.6682"
"USD",2013-10-26,"1.6678"
"USD",2013-10-27,"1.6678"
"USD",2013-10-28,"1.6678"
"USD",2013-10-29,"1.6675"
"USD",2013-10-30,"1.6690"
"USD",2013-10-31,"1.6707"
"USD",2013-11-01,"1.6720"
"USD",2013-11-02,"1.6719"
"USD",2013-11-03,"1.6719"
"USD",2013-11-04,"1.6719"
"USD",2013-11-05,"1.6715"
"USD",2013-11-06,"1.6716"
"USD",2013-11-07,"1.6737"
"USD",2013-11-08,"1.6793"
"USD",2013-11-09,"1.6787"
"USD",2013-11-10,"1.6787"
"USD",2013-11-11,"1.6787"
"USD",2013-11-12,"1.6788"
"USD",2013-11-13,"1.6778"
"USD",2013-11-14,"1.6778"
"USD",2013-11-15,"1.6764"
"USD",2013-11-16,"1.6764"
"USD",2013-11-17,"1.6764"
"USD",2013-11-18,"1.6764"
"USD",2013-11-19,"1.6757"
"USD",2013-11-20,"1.6751"
"USD",2013-11-21,"1.6751"
"USD",2013-11-22,"1.6758"
"USD",2013-11-23,"1.6821"
"USD",2013-11-24,"1.6821"
"USD",2013-11-25,"1.6821"
"USD",2013-11-26,"1.6858"
"USD",2013-11-27,"1.6868"
"USD",2013-11-28,"1.6878"
"USD",2013-11-29,"1.6916"
"USD",2013-11-30,"1.6920"
"USD",2013-12-01,"1.6920"
"USD",2013-12-02,"1.6920"
"USD",2013-12-03,"1.6967"
"USD",2013-12-04,"1.6995"
"USD",2013-12-05,"1.7050"
"USD",2013-12-06,"1.7009"
"USD",2013-12-07,"1.7011"
"USD",2013-12-08,"1.7011"
"USD",2013-12-09,"1.7011"
"USD",2013-12-10,"1.7062"
"USD",2013-12-11,"1.7196"
"USD",2013-12-12,"1.7122"
"USD",2013-12-13,"1.7123"
"USD",2013-12-14,"1.7090"
"USD",2013-12-15,"1.7090"
"USD",2013-12-16,"1.7090"
"USD",2013-12-17,"1.7085"
"USD",2013-12-18,"1.7052"
"USD",2013-12-19,"1.7087"
"USD",2013-12-20,"1.7113"
"USD",2013-12-21,"1.7168"
"USD",2013-12-22,"1.7168"
"USD",2013-12-23,"1.7168"
"USD",2013-12-24,"1.7167"
"USD",2013-12-25,"1.7228"
"USD",2013-12-26,"1.7286"
"USD",2013-12-27,"1.7331"
"USD",2013-12-28,"1.7376"
"USD",2013-12-29,"1.7376"
"USD",2013-12-30,"1.7376"
"USD",2013-12-31,"1.7363"
"USD",2014-01-01,"1.7366"
"USD",2014-01-02,"1.7366"
"USD",2014-01-03,"1.7366"
"USD",2014-01-04,"1.7379"
"USD",2014-01-05,"1.7379"
"USD",2014-01-06,"1.7379"
"USD",2014-01-07,"1.7466"
"USD",2014-01-08,"1.7466"
"USD",2014-01-09,"1.7421"
"USD",2014-01-10,"1.7421"
"USD",2014-01-11,"1.7451"
"USD",2014-01-12,"1.7451"
"USD",2014-01-13,"1.7451"
"USD",2014-01-14,"1.7475"
"USD",2014-01-15,"1.7533"
"USD",2014-01-16,"1.7572"
"USD",2014-01-17,"1.7678"
"USD",2014-01-18,"1.7736"
"USD",2014-01-19,"1.7736"
"USD",2014-01-20,"1.7736"
"USD",2014-01-21,"1.7704"
"USD",2014-01-22,"1.7762"
"USD",2014-01-23,"1.7817"
"USD",2014-01-24,"1.78"
"USD",2014-01-25,"1.7729"
"USD",2014-01-26,"1.7729"
"USD",2014-01-27,"1.7729"
"USD",2014-01-28,"1.7791"
"USD",2014-01-29,"1.7799"
"USD",2014-01-30,"1.7819"
"USD",2014-01-31,"1.7819"
"USD",2014-02-01,"1.7824"
"USD",2014-02-02,"1.7824"
"USD",2014-02-03,"1.7824"
"USD",2014-02-04,"1.7822"
"USD",2014-02-05,"1.7810"
"USD",2014-02-06,"1.7703"
"USD",2014-02-07,"1.7653"
"USD",2014-02-08,"1.7490"
"USD",2014-02-09,"1.7490"
"USD",2014-02-10,"1.7490"
"USD",2014-02-11,"1.7486"
"USD",2014-02-12,"1.7309"
"USD",2014-02-13,"1.7268"
"USD",2014-02-14,"1.7266"
"USD",2014-02-15,"1.7301"
"USD",2014-02-16,"1.7301"
"USD",2014-02-17,"1.7301"
"USD",2014-02-18,"1.7301"
"USD",2014-02-19,"1.7331"
"USD",2014-02-20,"1.7328"
"USD",2014-02-21,"1.7327"
"USD",2014-02-22,"1.7387"
"USD",2014-02-23,"1.7387"
"USD",2014-02-24,"1.7387"
"USD",2014-02-25,"1.7392"
"USD",2014-02-26,"1.7451"
"USD",2014-02-27,"1.7480"
"USD",2014-02-28,"1.7495"
"USD",2014-03-01,"1.7486"
"USD",2014-03-02,"1.7486"
"USD",2014-03-03,"1.7486"
"USD",2014-03-04,"1.7486"
"USD",2014-03-05,"1.7470"
"USD",2014-03-06,"1.7381"
"USD",2014-03-07,"1.7379"
"USD",2014-03-08,"1.7382"
"USD",2014-03-09,"1.7382"
"USD",2014-03-10,"1.7382"
"USD",2014-03-11,"1.7387"
"USD",2014-03-12,"1.7384"
"USD",2014-03-13,"1.7362"
"USD",2014-03-14,"1.7339"
"USD",2014-03-15,"1.7317"
"USD",2014-03-16,"1.7317"
"USD",2014-03-17,"1.7317"
"USD",2014-03-18,"1.7274"
"USD",2014-03-19,"1.7275"
"USD",2014-03-20,"1.7321"
"USD",2014-03-21,"1.7428"
"USD",2014-03-22,"1.7430"
"USD",2014-03-23,"1.7430"
"USD",2014-03-24,"1.7430"
"USD",2014-03-25,"1.7463"
"USD",2014-03-26,"1.7471"
"USD",2014-03-27,"1.7491"
"USD",2014-03-28,"1.7550"
"USD",2014-03-29,"1.7477"
"USD",2014-03-30,"1.7477"
"USD",2014-03-31,"1.7477"
"USD",2014-04-01,"1.7463"
"USD",2014-04-02,"1.7476"
"USD",2014-04-03,"1.7517"
"USD",2014-04-04,"1.7513"
"USD",2014-04-05,"1.7495"
"USD",2014-04-06,"1.7495"
"USD",2014-04-07,"1.7495"
"USD",2014-04-08,"1.7481"
"USD",2014-04-09,"1.7495"
"USD",2014-04-10,"1.7495"
"USD",2014-04-11,"1.7499"
"USD",2014-04-12,"1.7515"
"USD",2014-04-13,"1.7515"
"USD",2014-04-14,"1.7515"
"USD",2014-04-15,"1.7514"
"USD",2014-04-16,"1.7521"
"USD",2014-04-17,"1.7530"
"USD",2014-04-18,"1.7551"
"USD",2014-04-19,"1.7551"
"USD",2014-04-20,"1.7551"
"USD",2014-04-21,"1.7551"
"USD",2014-04-22,"1.7551"
"USD",2014-04-23,"1.7564"
"USD",2014-04-24,"1.7569"
"USD",2014-04-25,"1.7617"
"USD",2014-04-26,"1.7660"
"USD",2014-04-27,"1.7660"
"USD",2014-04-28,"1.7660"
"USD",2014-04-29,"1.7665"
"USD",2014-04-30,"1.7709"
"USD",2014-05-01,"1.7711"
"USD",2014-05-02,"1.77"
"USD",2014-05-03,"1.7644"
"USD",2014-05-04,"1.7644"
"USD",2014-05-05,"1.7644"
"USD",2014-05-06,"1.7638"
"USD",2014-05-07,"1.7598"
"USD",2014-05-08,"1.7605"
"USD",2014-05-09,"1.7627"
"USD",2014-05-10,"1.7627"
"USD",2014-05-11,"1.7627"
"USD",2014-05-12,"1.7627"
"USD",2014-05-13,"1.7627"
"USD",2014-05-14,"1.7607"
"USD",2014-05-15,"1.7588"
